genename	coding_BF
ILDR2	0.5992334731
C22orf42	0.8067917436
SND1	1.7950944456
KIAA0825	0.8207439628
TMEM72	0.8083822493
ZBTB5	0.585605409
STK32A	0.7371820216
C14orf183	0.8036209311
SLC35E4	0.6885949973
CAMK2G	0.6015381341
BAIAP2L1	0.6155699504
LONRF2	0.5789179708
AIMP1	0.8147784536
HTR1A	0.5778114865
FUBP3	0.5935136857
TRIM7	0.6819429442
C2CD3	5.2835964848
CCDC24	0.8020406086
LACTB2	0.8131742595
EDN3	0.8036209311
PIGX	0.8036209311
ALG6	0.7131327183
RPN2	0.5935136857
SPSB4	0.8338053811
OR2A2	0.7973198823
SLC34A2	0.5067405494
DCLK3	0.5811378518
MIS18A	0.798890092
L2HGDH	0.7103599397
TNFRSF10C	0.7973198823
NAGA	0.6832677463
USP39	0.5844850322
GINS3	0.8004636649
TMEM45A	0.8313392493
CD70	0.7957530278
ABHD12	0.7257566489
EPM2AIP1	0.5745057965
OR5R1	0.7941895209
ZNF333	0.5946528801
ATP4A	1.2374277294
HSD11B1	0.8131742595
LUZP4	0.8036209311
DEPDC4	0.8036209311
OR2M5	0.7957530278
PSORS1C1	0.8895936034
OR14C36	0.7895190082
OR10V1	0.7910725189
TBC1D12	0.6275349551
NAA35	0.6038524293
MTMR1	0.600384602
ZNF493	2.7797103564
MKNK1	0.6980266426
DOCK8	3.6151054373
FNDC3B	1.5947418679
BRPF1	1.2627664193
PARP12	0.592376862
OR4D5	0.7910725189
RCCD1	0.7910725189
B3GALT6	0.7926293539
RAD52	0.6872589653
CYBASC3	0.7973198823
WDHD1	2.0443197649
THRA	0.5811378518
OR2AT4	0.7910725189
NGFR	0.5712206427
SHF	0.6859257505
FOXB2	0.5679558872
CYLC2	0.7941895209
ASB8	0.7926293539
SOAT1	2.9279634843
FTHL17	0.7895190082
GORAB	3.2650129258
SNX33	0.5701301312
TREML2	0.7879688143
CD7	0.7879688143
DPPA2	0.7973198823
ZNF775	0.5712206427
RNASEH2C	0.7879688143
MSH6	1.6416078932
SDCBP	0.8020406086
DDX17	0.5734084702
TSSK4	0.7772096826
POGK	0.5723134207
OR51Q1	0.7772096826
GFPT1	0.592376862
SAMD5	0.8052046401
FHL5	0.8115734993
KCNH7	1.8026006729
TRIB1	0.7864219294
SSTR3	0.5679558872
SAG	0.6819429442
RXFP2	0.5901103058
HIST2H3D	0.7864219294
SLC35A1	0.8020406086
PSMB6	0.7848783459
IKZF4	0.5734084702
HSPA1L	0.5767072995
ZNF214	0.6806209335
DCXR	0.7848783459
BLNK	0.6899338527
LSMD1	0.7818010525
SIRPB1	0.6885949973
MUC15	0.7833380561
RUFY4	0.7879688143
MFAP4	0.7833380561
CCDC107	0.7802673274
MOCS3	0.5625595862
CCDC28A	0.7879688143
TRNAU1AP	0.7910725189
C22orf28	0.6766715868
ECEL1	0.4734783248
PMPCB	0.6832677463
SEPX1	0.9112553671
CDK12	0.3164598705
ADAMTS7	3.1422327985
GAD2	0.585605409
C9orf173	0.7787368733
PDIK1L	0.7802673274
TSPYL6	0.6598432558
N4BP1	0.585605409
LIX1L	0.7895190082
STX2	0.7926293539
IGF2	0.7696224177
NT5M	0.7926293539
CRYZL1	0.8052046401
CORO2B	0.5946528801
SLC9A8	0.5912424038
EPYC	0.7957530278
SEC22C	0.798890092
PRRX2	0.7910725189
GLT1D1	0.8083822493
NCF2	0.6753606785
RAB3D	0.7741650615
LRAT	0.7741650615
TRIM67	0.5657906483
GRB10	0.6167552216
MRPS18C	0.9002641228
ZNF510	0.6534924023
LAYN	0.7696224177
PDDC1	0.7741650615
RNF217	0.8218779067
TPGS2	0.7941895209
CBWD1	0.8083822493
LYSMD4	0.76811465
ZBTB6	0.7711334038
TGS1	0.5701301312
CETN3	0.905291274
CTSH	0.7711334038
C1orf127	0.5657906483
NT5DC3	0.6701445805
AGT	0.657294901
DNAJB8	0.7651087406
S1PR1	0.6598432558
SELENBP1	0.6636859434
MTAP	0.7848783459
TAS1R3	0.351150586
GLT8D1	0.76811465
WDR53	0.7711334038
KCTD18	0.6611214581
PPP3CC	0.6912755382
DACT2	0.5508827525
RBP4	0.7651087406
DGKQ	0.409258826
FAM174A	0.7895190082
ATXN3	0.7833380561
CD207	0.7591352184
OR2C1	0.7621156163
ONECUT1	0.5561574333
HSPA5	0.5529860749
A4GNT	0.7696224177
RUNX1	0.6385197381
C1orf141	0.7772096826
SPATA17	0.7651087406
DLX4	0.763610584
PECR	0.7818010525
TMEM87B	0.667552965
GABRB2	0.6522302208
HACE1	2.4122678634
MECOM	1.9891221161
BEND2	0.5712206427
ECI2	0.76811465
LRTM1	0.7651087406
IFNA7	0.8888871429
ODF3L1	0.7621156163
PPP1R3F	0.5529860749
SNX17	0.6560247364
PARP2	0.6522302208
FBXO2	0.7606238302
TRIB3	0.6547572388
EFCAB7	0.6727471351
C5orf44	0.7772096826
PRLHR	0.5477440463
TRMT61B	0.6598432558
SRMS	0.5561574333
NCEH1	0.6701445805
CRTC2	0.5519333253
HSP90B1	0.5487881179
RIC3	3.4414960289
ATP5J2-PTCD1	0.4806595688
KCND3	1.9113235933
PAIP1	0.7711334038
PROX2	0.6522302208
ZNF704	0.6497137986
GNAT2	0.7606238302
HSD11B1L	0.7606238302
KLHDC8A	0.6534924023
NDUFB4	0.8844855672
AKR1B1	0.7591352184
GPRC5D	0.7488032025
ZNF302	0.7621156163
SEC61A1	0.6560247364
SLC5A7	0.6522302208
METTL1	0.7546883553
EBI3	0.7561674882
PCDHB4	1.7434864194
MYSM1	0.5701301312
BCHE	0.6753606785
RICTOR	1.30979814
PACS2	1.6655966183
POLR2C	0.7576497734
ACAA2	0.7696224177
USF1	0.7517395176
DRG1	0.7711334038
PPRC1	1.1812065218
IFNGR2	0.7666100935
CD82	0.7576497734
PEBP4	0.826104638
JRKL	0.7546883553
CSRNP3	0.6179429733
P2RY14	0.7787368733
WDR77	0.7546883553
VENTX	0.7517395176
FAM217B	0.7546883553
SPEF1	0.7532123675
SLC6A6	0.5529860749
DTHD1	0.5519333253
GCKR	0.6050132033
SIGLEC15	0.7561674882
CHRNG	2.5778590907
GTPBP8	0.7546883553
XDH	0.3435181384
GABRA3	0.6701445805
ADAMTS8	0.4672902546
TBL2	0.6447125494
GXYLT1	0.7606238302
SCRN3	0.763610584
KLK4	0.7415168243
ZFP42	0.7502697984
SEL1L	0.557218939
NSMCE1	0.7606238302
DCN	0.7621156163
DNAJA1	0.7532123675
C1orf100	0.8813311136
STX3	0.7666100935
UFD1L	0.7606238302
ENG	0.5446247567
CREB3L2	0.6714444873
C1orf27	0.7621156163
NSFL1C	0.7502697984
RBM28	0.5561574333
IQCF2	0.8678025128
RCE1	0.744422084
SPAG17	0.9823848366
LHPP	0.7666100935
UCP2	0.7458793525
C1QTNF7	0.7926293539
KRTAP27-1	0.8679745203
LRRN4CL	0.744422084
TMEM126B	0.8714224682
HFE	0.744422084
CDK5	0.7429679103
LRRC27	0.6459589272
FAM118B	0.7651087406
FUZ	0.7458793525
CCR1	0.738623887
KCNAB3	0.747339723
COX6A1	0.8665994982
GDAP1	0.7458793525
VSIG2	0.744422084
DMC1	0.7666100935
RHOBTB2	0.4629239887
MASTL	0.5446247567
DHRS1	0.7429679103
ZNF79	0.6472079241
CCHCR1	2.0486337351
PTPDC1	0.5767072995
FHL3	0.7429679103
ZNF117	0.7458793525
DLC1	0.2699904488
TIA1	0.7561674882
G6PC3	0.7429679103
GFOD1	0.5636343741
EXOSC4	0.7400688189
ERG	0.6239191334
ADAMTS4	0.459462869
DNPEP	0.6360607398
TTLL1	0.6434687847
RPGRIP1L	1.7434864194
GLDN	0.6422276271
UNG	0.738623887
SHARPIN	0.738623887
CLN6	0.747339723
KIAA1524	0.5561574333
VSIG8	0.738623887
SHPRH	1.3071362743
ALS2CL	0.3995067147
GHR	0.6560247364
DKK1	0.7357432156
ENPP4	0.738623887
ACSM2B	0.6434687847
LRRC30	0.7357432156
GBE1	0.5636343741
TPSG1	0.7328747537
KCNA6	0.5323391809
ZNF558	0.7357432156
LRP11	0.7502697984
KRBA1	1.9641910245
PDCD2L	0.7458793525
GBP4	0.6348351014
OGFRL1	0.7371820216
HOMER3	0.738623887
IDO2	0.744422084
CENPQ	0.8589090101
CHST1	0.5293150448
C12orf40	0.6714444873
UBE2Q2	0.7576497734
UBXN1	0.7328747537
PGBD3	0.6275349551
SMG9	0.6348351014
C17orf82	0.7314450838
LMF2	0.5293150448
IMMP1L	0.8927802418
SIRT4	0.7357432156
ST7	0.6422276271
ALX1	0.7400688189
ZNF543	0.6287452841
TREH	0.6348351014
SHCBP1L	0.6497137986
DARS2	0.6372889501
ATXN2	0.4255624588
ALG10	0.7257566489
GHRHR	0.7285948313
ACADM	0.7458793525
CMAS	0.7343074619
TMPRSS11F	0.7532123675
ZFP3	0.7300184453
SLC39A4	0.5115575834
SERAC1	0.6215211664
NAPEPLD	0.7458793525
ANKRD53	0.7271742348
PPFIA4	0.52630956
CPNE5	0.5333513926
CELF2	0.6227188956
PMEL	0.6179429733
CATSPER4	0.6251218854
CNPY2	0.8492740996
CUEDC1	0.6434687847
NSF	0.5901103058
SERPINA11	0.7271742348
WDR54	0.7271742348
OBP2B	0.8424164273
PUS7L	0.6336120291
RASSF2	0.7145235177
LCN6	0.8467581778
TOR1A	0.7285948313
AP3D1	1.1931898176
RNF19A	0.5467021322
SNX7	0.763610584
C9orf128	0.7271742348
EPS8L3	0.6227188956
PNMA1	0.7229304813
ZDHHC1	0.632391517
PEX11A	0.8470931652
DCTD	0.8390930945
IFIT5	0.7201162733
ADAMTS19	0.4629239887
RNF216	2.0747249008
WDR86	0.7243420667
UEVLD	3.3009569492
TELO2	0.3821589436
PRKCZ	0.5529860749
TPP1	0.62032594
SLC26A2	0.6239191334
PDIA5	0.6447125494
TIGD4	0.7243420667
VPS13A	0.5400263215
OPRK1	2.9279634843
PROL1	0.8399225888
CA11	0.7243420667
OSGEP	0.7215218857
UGT2B10	0.715917266
STAMBPL1	0.7357432156
FBXO44	0.7243420667
DNASE2	0.7229304813
STOX1	0.5467021322
ZNF597	0.7187136371
MX2	0.525311855
TFAP2E	0.7285948313
EXOC2	0.4907275858
PTRHD1	0.8394247853
SMTNL2	0.7187136371
EHHADH	0.6409890708
ANKS3	0.5154470209
SLC25A3	0.7215218857
CHST6	0.5223310452
ZNF385B	0.6926200601
ST3GAL4	0.7343074619
RAB23	0.856531577
IGSF10	0.7009209364
CLU	0.6167552216
PRSS58	0.8382644909
ZDHHC20	0.7546883553
TRIM31	0.7062227214
OPRM1	0.7957530278
TROAP	2.296845493
SUPT3H	3.6043939165
KCNJ10	0.7229304813
MAGEF1	0.715917266
THAP4	0.5313290555
MATK	0.5283111504
PLG	0.5233226022
C9orf89	0.8389273025
ZNF607	0.6239191334
STYK1	0.7243420667
STX16	0.7187136371
TRMT5	0.7145235177
C5orf28	0.8517981535
JAK2	0.4734783248
BBS12	0.6155699504
COLEC11	0.7187136371
ZNF682	0.7257566489
MANEA	0.7257566489
ADAM18	2.720350371
ZNF425	0.4560298294
MTIF2	0.6227188956
C1orf94	0.715917266
NPRL2	0.7117448612
RFPL2	0.7145235177
ACAA1	0.7145235177
C17orf62	0.8290446817
ZCCHC24	0.833311519
HOXA2	0.7103599397
CYP39A1	0.7314450838
ZNF169	0.6215211664
ABRA	0.715917266
ACTR10	0.7243420667
SLC7A5	0.5038739912
KCNN2	0.5498343517
DGCR2	0.5343656952
MICALL1	0.5203540477
STXBP4	0.6966707098
PPP6R1	0.4376391573
ZFHX3	2.4965097983
MMP2	0.5077000008
FAM129B	1.863884871
PSMD2	0.5115575834
CCDC51	0.7117448612
DNAJB5	0.7103599397
POMGNT1	0.5293150448
MFNG	0.715917266
MRPS27	0.7561674882
ACOT9	0.7201162733
CWC25	0.7145235177
PHLPP1	0.3656257099
ZNF648	0.5105902124
LMAN2	0.6132068263
FANCE	0.7089779471
HAUS1	0.8196117201
PKHD1	0.9227990641
SIGLEC5	0.6061764022
FRZB	0.7131327183
SNAPC2	0.7075988765
MRPS23	0.8251271446
RSU1	0.7787368733
C2orf57	0.7034791309
RASAL3	2.0835015273
MICALL2	0.4400988617
C19orf46	0.7089779471
TMEM22	0.7215218857
OTX1	0.6085100966
NFE2L1	0.5115575834
ACE	1.2474967555
MT1X	0.952696003
PNLIPRP2	0.7089779471
CCDC132	0.5487881179
KIAA0226L	0.6191332108
C6orf223	0.9515545452
LMBRD2	0.6227188956
DNM3	0.4925826201
ZNF675	0.7103599397
VNN2	0.6926200601
UGT2A3	0.7131327183
SMARCA2	0.2773571483
MT1H	0.9471927208
DZIP1L	0.525311855
CHGB	0.6015381341
RGL2	0.5077000008
HTR2C	0.6484595458
COQ4	0.7062227214
SIGLEC14	0.7021116821
C7orf61	0.8196117201
FIBIN	0.8147784536
CDH6	0.5154470209
GABRP	0.6912755382
LRIF1	0.6038524293
TIGD2	0.6993854446
CLIP2	1.16699769
GLB1L3	0.5992334731
SLK	0.4450634189
C11orf63	0.536400592
ZFPL1	0.7007471222
MNAT1	0.8252899728
ALG2	0.6993854446
FAM117B	0.7621156163
CDH10	0.5425559531
ZDHHC13	0.7215218857
PRELP	0.6966707098
LRRC6	0.7271742348
STK38	0.7173139703
TMEM173	0.6980266426
SLC2A2	0.7034791309
CLYBL	0.7879688143
DEPDC1	0.6015381341
ZNF280D	0.5353820935
SPOCK2	0.6859257505
C15orf44	0.7089779471
SLCO4C1	0.6026940747
OR51L1	0.8099761653
ZNF35	0.6993854446
ATP11B	0.4655384053
DAPL1	0.9404091231
CYP2A6	0.5992334731
ODZ4	0.6066372455
MFSD5	0.693967425
ABT1	0.6926200601
PBOV1	0.9351695313
KCNJ8	0.6966707098
PPIG	0.6073420314
UPF1	1.1277312814
CCDC114	0.5980847418
DEFB104A	0.9417240054
ANKRD27	1.6518427911
RASGRP3	0.6096806031
TEAD4	0.7103599397
GTPBP5	0.5946528801
GATS	0.8308469755
TTLL7	0.5415247538
PRPF8	0.4997087807
HNMT	0.8179971759
ESR1	0.5745057965
P2RY2	0.5957944507
RPH3A	0.525311855
KIAA0317	0.5125269453
ASPG	0.6015381341
GARNL3	0.4586019863
PDHA1	0.693967425
SVIP	0.9362896216
AKR7A2	0.6912755382
HS1BP3	0.6885949973
GPR160	0.8199350446
KPNA5	0.715917266
WIPI1	0.6953176394
NCAPD2	1.3981436564
GPR32	0.6885949973
SERPINF1	0.6859257505
FDPS	0.6926200601
C2orf88	0.9415360427
FAM13A	0.4568854703
RXFP4	0.6885949973
TOM1	0.5992334731
PTBP1	0.4963155762
MALT1	0.6132068263
C6orf192	0.6966707098
FCGRT	0.6845953463
KIF6	0.5604166837
BPIFC	0.6859257505
TAS2R60	0.798890092
HOXA9	0.6872589653
KRT40	0.6819429442
PROSER1	0.5019727389
DDX43	0.5935136857
CCDC33	0.5243162039
CYP4F3	2.6452216052
ANGPTL4	3.1874165408
IDH2	0.6872589653
NOTCH1	1.093773353
CCDC84	3.3964288909
OTOS	0.9211071904
OXER1	0.6819429442
LGI4	0.6832677463
C7orf46	0.7941895209
HRG	0.6714444873
TNFRSF10D	0.6832677463
SPG21	0.8052046401
CCDC82	0.6926200601
ARHGAP26	0.5010250356
NKX6-2	0.6819429442
MCOLN3	0.6885949973
PCDH20	0.4916541528
SLITRK3	0.4916541528
C19orf63	0.7576497734
DHRS9	0.7895190082
HOMER2	0.7145235177
TAL2	0.9214742909
MDM1	2.7086435611
SLC2A1	0.585605409
HTRA2	0.5822512588
GFRA1	0.6447125494
NUDT19	0.6885949973
ALS2CR11	0.6336120291
TRIM68	0.6819429442
DPM2	0.9209236998
KCNMB2	0.8369405756
STH	0.9181761072
NMNAT3	0.8264307489
SLC22A7	0.5800267575
HDAC9	1.9891221161
SPATA8	0.9167143717
RHPN2	0.5144716596
SLC25A22	0.679301708
KLHL36	0.4200509022
CAMK1G	0.679301708
KDM4A	0.4335727525
UBA6	0.5105902124
PIGR	0.4935129919
DKKL1	0.7910725189
PURB	0.6806209335
RPP30	0.8036209311
APITD1	0.9203734666
CCDC50	0.6966707098
C14orf182	0.9176276595
MB21D1	0.6806209335
TECRL	3.6123561294
COG4	0.5105902124
C20orf197	0.9181761072
CDC42BPG	0.2158628765
GRK7	0.5912424038
MAT1A	0.6753606785
SLC39A13	0.6779852612
S100P	0.9121627401
LMCD1	0.6872589653
CACNA1S	0.7724875036
SMTNL1	0.6636859434
BATF3	0.9141624221
ZNF623	0.6779852612
ADCY4	0.3662988766
ARHGEF10L	1.16699769
PSMC3IP	0.9127076356
PPM1G	0.6859257505
KCNN3	0.5115575834
ZNF839	0.4925826201
SEMA4G	1.9891221161
TRAF1	0.679301708
AGPAT2	0.6753606785
PFDN4	0.9172622257
DNHD1	0.2729113485
PHYH	0.7895190082
FABP4	0.908900789
MYLIP	0.6766715868
CYP2W1	0.6727471351
TET2	2.1370105789
CSNK1D	0.6845953463
DNAJC7	0.6859257505
NUDT7	0.8895936034
TSHB	0.9103489758
CASP4	0.7848783459
PCDHB1	0.4935129919
P2RX3	0.6819429442
ZP1	0.5778114865
CXCR3	0.6714444873
WDR36	0.4935129919
CD177	0.6714444873
RNF165	0.7062227214
HDDC3	0.905111208
OR6T1	0.7772096826
LY6G6C	0.9043913335
CCDC74A	0.6727471351
NMBR	0.6779852612
C6orf10	0.6649722386
ST8SIA1	0.7229304813
CENPO	0.7926293539
PROKR1	0.667552965
RAMP2	0.9042114622
GPR78	0.5679558872
GLTSCR1	0.5038739912
WWP1	0.5243162039
IL17RD	0.4981935658
APLNR	0.6649722386
ANXA3	0.7957530278
CEACAM19	0.7833380561
GALNT1	0.6885949973
DCLRE1C	0.6819429442
EFHA1	0.715917266
OR1B1	0.7756857479
ARNT2	0.5183851749
ALDH6A1	0.6753606785
CAMK4	0.667552965
NDE1	0.7021116821
MAMDC2	0.6360607398
ICAM1	0.5745057965
CEP135	2.0400156038
CCDC92	0.6806209335
HDAC3	0.667552965
CCDC102B	0.715917266
PLEKHM3	0.5415247538
EPB41L4B	0.5134983025
PFKFB1	0.6885949973
UBE2C	0.8993696167
FAM5B	0.5125269453
ENTPD3	0.6779852612
HBB	0.8940228414
PLXDC2	0.6779852612
ZFP91	0.6598432558
C20orf195	0.6649722386
UMPS	0.6688474085
WDR49	0.6397531097
SLURP1	0.8963355203
ZNF133	0.5734084702
HS2ST1	0.7546883553
TP53INP1	0.9022354443
IFNB1	0.8918938208
SQLE	0.667552965
TM7SF3	0.6727471351
MKNK2	0.6636859434
LPCAT3	0.6753606785
CCDC155	0.6701445805
NLRP3	1.750759882
ME1	0.6636859434
SIRT1	0.6727471351
HBS1L	0.5980847418
TDRKH	0.6649722386
C17orf28	0.4806595688
CABLES2	0.6585677388
ZNF404	0.6585677388
PLSCR4	0.7895190082
LIPK	0.7756857479
RBP1	0.9040316299
PPP1R12C	0.4833829557
HYAL1	0.6585677388
IFNA16	0.8918938208
IMMT	0.5822512588
ZNF474	0.7772096826
C20orf96	3.4339401628
TXNRD3NB	0.9098056119
SAMD4A	0.5243162039
FUCA1	0.6662612437
ZNF554	0.6522302208
KCNJ3	0.6132068263
ELF2	0.6899338527
SELE	0.6534924023
SPEG	1.031986161
AHNAK	0.3186993925
ANXA10	0.8052046401
C17orf79	0.8910083571
SLC6A17	0.4824733028
VPS13D	0.6255670324
TMEM198	0.6547572388
C17orf64	0.8871236602
ARID2	1.1646475317
SYNPR	0.7941895209
PPM1L	0.7007471222
ATP6V0A2	0.4815655086
MORN3	0.7696224177
CECR1	0.6598432558
TDRD9	0.5154470209
IGLL5	0.8901238495
MMP28	0.6636859434
SLC38A7	0.6534924023
C19orf80	0.8829068081
OR10S1	0.7546883553
ALDH4A1	0.5604166837
PDS5B	0.3914518218
RNF213	0.4789520121
SERPINB8	0.7591352184
ZNF25	0.7606238302
CPNE7	0.555098124
PRKG2	0.600384602
ZNF34	0.6560247364
ZNF263	0.5625595862
ZNF770	0.6547572388
PKN3	0.409258826
ACTRT2	0.6497137986
C6orf201	0.8961573911
C8orf42	0.8846611743
CD248	0.4681688625
SLC2A3	0.6522302208
GRSF1	0.763610584
SPATA21	0.657294901
TREML4	0.8721138438
TRMT1	0.4824733028
NIPAL3	0.662402352
SLC38A9	0.6845953463
PTPRF	0.4913001374
PRKAG3	0.6497137986
SERPINA9	0.7357432156
IL17A	0.8736716213
NFATC4	0.4047261174
C12orf74	0.8764484813
TRAFD1	0.6585677388
PGCP	0.6953176394
CLEC5A	0.8788861096
KRT13	0.6422276271
GCOM1	0.6779852612
TCTEX1D4	0.8755796828
GCM2	0.6459589272
COL11A2	0.2400055966
ZNF211	0.6497137986
ACOT12	0.6509706882
TNKS2	0.4833829557
MS4A2	0.8585689378
CBY1	0.8829068081
OCA2	0.4319576922
TTC4	0.7591352184
TWISTNB	0.7532123675
GATAD1	0.8794094173
SSTR5	0.5529860749
PRDM1	0.4690492644
ZNF326	0.6547572388
CHRM5	0.67405253
SUN3	0.763610584
KIAA1462	1.16699769
RNASE3	0.8702139948
C19orf75	0.8585689378
NOVA1	0.7117448612
MAP1LC3C	0.868662921
LIG4	0.5477440463
LYG1	0.8641989069
C1orf49	0.8546686147
DDX46	0.4833829557
FKBP2	0.866256113
MARCO	0.6497137986
C14orf21	0.5508827525
NRG2	0.519368598
TSPAN14	0.7711334038
BEST4	0.7488032025
TP53RK	0.8674586091
SLC20A2	0.4935129919
SMPD4	1.8368006058
PRAP1	0.8684907652
MTMR6	0.6522302208
PNMT	0.7400688189
SLFNL1	0.6422276271
ETV3L	0.738623887
DNAJC3	0.6912755382
BAZ1A	1.4241344024
SERHL2	0.7429679103
TAF8	0.744422084
OCEL1	0.7343074619
RPL29	0.8645414052
CCBE1	0.7187136371
UGT3A1	0.8731520261
ANKRD28	0.5243162039
DSG1	0.4629239887
PROM2	0.4637936852
EPB41L1	0.4255624588
ST8SIA5	0.6472079241
NAP1L4	0.744422084
DEPDC1B	0.6832677463
UBXN6	2.5945241411
CRLS1	0.8759270897
C10orf67	0.8707316886
PRR21	0.6336120291
KAZN	1.9559558168
PSEN2	0.6336120291
MRPL3	0.7546883553
RPAP3	0.6509706882
RNF167	3.3227285241
SKIL	0.6472079241
CHRNA3	0.6385197381
IL24	0.8592492289
DUXA	0.858059104
RAB3GAP1	0.5057830669
KIF21A	6.6073774435
SFXN4	0.744422084
ETS1	0.6714444873
HEATR7A	0.2954079722
APAF1	1.8914008748
TNFAIP8L2-SCNM1	0.8550070071
E2F2	0.6385197381
TPTE2	0.6832677463
KLRC1	0.8575495994
ZKSCAN2	0.4603255068
SPSB2	0.7371820216
PCSK7	0.459462869
THNSL2	0.7400688189
NDUFA8	0.8602707649
ADARB1	0.4898029148
ENPP6	0.6585677388
ZMYM6	0.5561574333
FAM55C	0.6509706882
FAM178B	0.9029534523
FAHD1	0.7357432156
FAM96B	0.8544994732
HINFP	0.6360607398
GSDMD	0.6287452841
ALDH8A1	0.6348351014
DMRTC2	0.7371820216
DOK7	0.6227188956
KRTCAP2	0.8536543113
UACA	0.4255624588
NR1H3	0.6385197381
C1RL	0.6348351014
CRYGB	0.8502827437
ZNF12	0.6336120291
NGEF	0.477952836
KCNK10	0.5668721447
RAVER2	0.6662612437
ARRB1	0.6560247364
CYP2S1	0.6299581502
ASPSCR1	2.215371631
IL33	0.8497782589
CRIP2	0.8563620344
SLC17A8	0.6459589272
EPAS1	0.4672902546
KRTAP5-3	0.8442503598
CYP19A1	0.6662612437
EPOR	0.6299581502
TMPRSS11A	0.7415168243
LRRIQ3	0.7007471222
CASQ1	0.7173139703
SUMF2	0.738623887
PXK	0.657294901
GAPDHS	0.6275349551
C1orf129	0.6714444873
C2orf89	0.6360607398
IFI16	0.6385197381
C16orf42	0.7285948313
FASTKD2	0.6336120291
ERMP1	0.5456623706
CTSA	0.6263271574
HK1	0.4032273475
KCNK16	0.833640725
PSAP	0.6287452841
BFSP1	0.6422276271
COX15	0.7257566489
SLC16A7	0.7117448612
KRT76	0.6227188956
PLOD1	0.4681688625
CNR1	0.6275349551
AGBL3	0.4981935658
PARP9	0.6372889501
DTNBP1	0.7818010525
GSC2	0.8452525164
EBPL	0.8531476506
WNT5B	0.6215211664
PDE10A	0.5467021322
COX4I2	0.8462559668
CRLF1	0.6287452841
COL10A1	0.6275349551
TOP2A	0.3921767503
PPP1R8	0.8546686147
RNASEH2B	0.8715952562
AP3S1	0.8774922775
MORN1	0.6287452841
PLXDC1	0.6360607398
FXYD5	0.8409191594
BYSL	0.6263271574
GPR84	0.7271742348
LRRC42	0.7285948313
CHN1	0.7173139703
RASA2	0.5800267575
UBAC1	0.6311735593
SLC22A24	0.6434687847
IGSF11	0.7328747537
LHX9	0.6251218854
HIST1H2BF	0.8404207135
ATP10B	1.2912871657
RSPO4	0.8432494953
ASCL2	0.9929633733
COMMD2	0.8452525164
TCEA3	0.738623887
AFTPH	0.5540410062
ST3GAL2	0.6434687847
TDRD7	0.4743695749
AGFG1	0.657294901
C17orf89	0.9903782569
OR5C1	0.7229304813
ZNF771	0.9968548242
AKAP10	0.6447125494
GSN	0.4717012746
TACSTD2	0.6179429733
MED15	0.4672902546
AMBN	0.7201162733
SLC9A3	1.6552697149
CRYGN	0.8390930945
RPL41	0.9884541328
CDH1	0.4708154665
TOMM20L	0.8440834594
GOSR1	0.8648840512
SHKBP1	0.4568854703
PTPN13	4.0353522173
SLC22A15	0.6472079241
WNT2B	0.6311735593
ESD	0.8457540798
ANKRD29	0.7488032025
C16orf74	0.994258684
CRB1	0.3972922335
DUSP7	0.62032594
GAMT	0.837767756
SPACA7	0.8614642267
GABRA4	0.6422276271
POLE4	0.9713577867
KIF2A	0.6472079241
PCDH1	1.2860503106
PIF1	0.62032594
GBA2	0.459462869
FGF14	0.8313392493
MBD6	0.4484068866
C13orf27	0.838098877
ZNF695	0.7371820216
DPT	0.8366099521
RRP36	0.8382644909
FANCG	0.6191332108
MRPL32	0.8371059406
CTBP1	0.6251218854
PRADC1	0.8324891223
TTC38	0.6143871538
SPHAR	0.9661236454
DCAF15	0.5273093236
MRPL47	0.8385958255
FBLN7	0.6299581502
FAM3B	0.8316676081
APOBEC3C	0.8354538883
CSRNP2	0.6227188956
C11orf70	0.8523039427
TBC1D15	0.6497137986
ARHGAP24	0.5811378518
HLA-C	0.6143871538
FAM149A	0.6143871538
MRPL53	0.830518969
TAGLN	0.8324891223
KCNMB3	0.8372713411
KIAA0415	0.5303210117
APLN	0.9858225096
PMAIP1	0.9746691802
TOMM7	0.9628438222
HAO1	0.7328747537
HSPA8	0.6120289625
MT1A	0.9603438958
PRAC	0.9789727573
TRIP6	0.6155699504
AK3	0.8249643513
TRIM50	0.6215211664
ZNHIT1	0.8316676081
EGFL8	0.7062227214
NDRG3	0.7606238302
C7orf30	0.833640725
FXYD2	0.957276753
C3orf32	0.7187136371
LRRC49	0.6050132033
PRPF31	0.6143871538
FAM47E-STBD1	0.9947773229
LRRC1	0.6649722386
ZBED3	0.9795612088
C19orf76	0.9777970078
PQLC2	0.7173139703
ARHGEF25	0.6143871538
SDCCAG8	0.6143871538
NAT9	0.8264307489
NLRP10	0.6108535566
SLC48A1	0.9783846904
AATF	0.6509706882
KRTAP19-6	0.9568941101
PCDH8	0.2666255123
PCSK1N	0.9787766923
NR5A2	0.6497137986
PNLIPRP3	0.7243420667
TMEM68	0.8419170161
SLN	0.9740839253
ATP5I	0.9570854108
BACE2	0.6275349551
TTBK2	0.4247703096
KBTBD5	0.4384573964
OCLM	0.9746691802
FDX1L	0.825941635
MITD1	0.8288810478
OR6C1	0.8209058506
CCDC154	0.6085100966
ZNF516	0.2491346215
KRTAP2-4	0.9733041801
KRTAP2-1	0.9736939678
DNAJC25-GNG10	0.9723304535
